
  Qwen3.6-27B UD-Q6_K_XL-MTP (Coding, Vision, KV q8/q4, 128K, Speculative) auf http://127.0.0.1:8080/

0.00.457.785 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.472.011 I srv    load_model: loading model 'E:\Coding\custom-rag\data\models\qwen3.6-27b-mtp\Qwen3.6-27B-UD-Q6_K_XL-mtp.gguf'
0.01.623.350 W common_fit_params: failed to fit params to free device memory: n_gpu_layers already set by user to 99, abort
0.18.803.951 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
0.18.803.957 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
0.18.803.957 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

0.21.712.013 I srv    load_model: loaded multimodal model, 'E:\Coding\custom-rag\data\models\qwen3.6-27b\mmproj-Qwen3.6-27B-BF16.gguf'
0.21.826.503 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 172032, kv_unified = 'true'
0.21.968.868 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.21.969.060 I srv  llama_server: model loaded
0.21.969.073 I srv  llama_server: listening on http://127.0.0.1:8080
0.54.815.824 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
1.43.074.673 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19014, progress = 0.61, t =  48.26 s / 394.03 tokens per second
1.46.664.052 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  20517, progress = 0.65, t =  51.84 s / 395.74 tokens per second
1.51.776.771 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  22565, progress = 0.72, t =  56.96 s / 396.18 tokens per second
1.56.843.424 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  24613, progress = 0.78, t =  62.02 s / 396.83 tokens per second
2.02.067.386 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  26661, progress = 0.85, t =  67.25 s / 396.46 tokens per second
2.07.342.611 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  28709, progress = 0.92, t =  72.52 s / 395.86 tokens per second
2.12.729.771 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  30757, progress = 0.98, t =  77.91 s / 394.78 tokens per second
2.13.300.176 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  30852, progress = 0.98, t =  78.48 s / 393.12 tokens per second
2.14.540.159 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  31364, progress = 1.00, t =  79.72 s / 393.42 tokens per second
2.17.205.824 I slot print_timing: id  0 | task 0 | prompt eval time =   80109.91 ms / 31368 tokens (    2.55 ms per token,   391.56 tokens per second)
2.17.205.830 I slot print_timing: id  0 | task 0 |        eval time =    2275.75 ms /    87 tokens (   26.16 ms per token,    38.23 tokens per second)
2.17.205.831 I slot print_timing: id  0 | task 0 |       total time =   82385.66 ms / 31455 tokens
2.17.205.832 I slot print_timing: id  0 | task 0 |    graphs reused =         32
2.17.205.836 I slot print_timing: id  0 | task 0 | draft acceptance = 0.87500 (   56 accepted /    64 generated), mean len =  2.75
2.17.210.845 I slot      release: id  0 | task 0 | stop processing: n_tokens = 31456, truncated = 0
2.17.533.426 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 0.997
2.17.535.657 I slot launch_slot_: id  0 | task 52 | processing task, is_child = 0
2.21.465.034 I slot print_timing: id  0 | task 52 | n_decoded =    101, tg =  33.12 t/s, tg_3s =  33.12 t/s
2.24.518.478 I slot print_timing: id  0 | task 52 | n_decoded =    220, tg =  36.05 t/s, tg_3s =  38.97 t/s
2.27.584.882 I slot print_timing: id  0 | task 52 | n_decoded =    336, tg =  36.64 t/s, tg_3s =  37.83 t/s
2.30.643.847 I slot print_timing: id  0 | task 52 | n_decoded =    458, tg =  37.46 t/s, tg_3s =  39.88 t/s
2.33.573.482 I slot print_timing: id  0 | task 52 | prompt eval time =     879.96 ms /    65 tokens (   13.54 ms per token,    73.87 tokens per second)
2.33.573.488 I slot print_timing: id  0 | task 52 |        eval time =   15157.58 ms /   578 tokens (   26.22 ms per token,    38.13 tokens per second)
2.33.573.489 I slot print_timing: id  0 | task 52 |       total time =   16037.54 ms /   643 tokens
2.33.573.490 I slot print_timing: id  0 | task 52 |    graphs reused =        246
2.33.573.494 I slot print_timing: id  0 | task 52 | draft acceptance = 0.82339 (  359 accepted /   436 generated), mean len =  2.65
2.33.574.696 I slot      release: id  0 | task 52 | stop processing: n_tokens = 32006, truncated = 0
2.33.764.904 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.984 (> 0.100 thold), f_keep = 0.982
2.33.767.889 I slot launch_slot_: id  0 | task 274 | processing task, is_child = 0
2.38.690.182 I slot print_timing: id  0 | task 274 | n_decoded =    120, tg =  39.67 t/s, tg_3s =  39.67 t/s
2.41.747.451 I slot print_timing: id  0 | task 274 | n_decoded =    245, tg =  40.28 t/s, tg_3s =  40.89 t/s
2.44.752.344 I slot print_timing: id  0 | task 274 | n_decoded =    362, tg =  39.84 t/s, tg_3s =  38.94 t/s
2.45.521.313 I slot print_timing: id  0 | task 274 | prompt eval time =    1897.12 ms /   509 tokens (    3.73 ms per token,   268.30 tokens per second)
2.45.521.318 I slot print_timing: id  0 | task 274 |        eval time =    9856.11 ms /   394 tokens (   25.02 ms per token,    39.98 tokens per second)
2.45.521.319 I slot print_timing: id  0 | task 274 |       total time =   11753.23 ms /   903 tokens
2.45.521.320 I slot print_timing: id  0 | task 274 |    graphs reused =        384
2.45.521.323 I slot print_timing: id  0 | task 274 | draft acceptance = 0.89362 (  252 accepted /   282 generated), mean len =  2.79
2.45.522.547 I slot      release: id  0 | task 274 | stop processing: n_tokens = 32327, truncated = 0
2.45.966.201 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.987 (> 0.100 thold), f_keep = 0.988
2.45.969.409 I slot launch_slot_: id  0 | task 419 | processing task, is_child = 0
2.50.699.659 I slot print_timing: id  0 | task 419 | n_decoded =    122, tg =  40.23 t/s, tg_3s =  40.23 t/s
2.53.722.456 I slot print_timing: id  0 | task 419 | n_decoded =    246, tg =  40.62 t/s, tg_3s =  41.02 t/s
2.55.237.349 I slot print_timing: id  0 | task 419 | prompt eval time =    1697.37 ms /   418 tokens (    4.06 ms per token,   246.26 tokens per second)
2.55.237.354 I slot print_timing: id  0 | task 419 |        eval time =    7570.23 ms /   306 tokens (   24.74 ms per token,    40.42 tokens per second)
2.55.237.355 I slot print_timing: id  0 | task 419 |       total time =    9267.60 ms /   724 tokens
2.55.237.355 I slot print_timing: id  0 | task 419 |    graphs reused =        489
2.55.237.358 I slot print_timing: id  0 | task 419 | draft acceptance = 0.93458 (  200 accepted /   214 generated), mean len =  2.87
2.55.238.295 I slot      release: id  0 | task 419 | stop processing: n_tokens = 32655, truncated = 0
2.55.416.490 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.990 (> 0.100 thold), f_keep = 0.991
2.55.418.734 I slot launch_slot_: id  0 | task 530 | processing task, is_child = 0
2.59.967.808 I slot print_timing: id  0 | task 530 | n_decoded =    121, tg =  39.84 t/s, tg_3s =  39.83 t/s
3.02.837.474 I slot print_timing: id  0 | task 530 | prompt eval time =    1511.52 ms /   328 tokens (    4.61 ms per token,   217.00 tokens per second)
3.02.837.478 I slot print_timing: id  0 | task 530 |        eval time =    5906.93 ms /   236 tokens (   25.03 ms per token,    39.95 tokens per second)
3.02.837.479 I slot print_timing: id  0 | task 530 |       total time =    7418.45 ms /   564 tokens
3.02.837.480 I slot print_timing: id  0 | task 530 |    graphs reused =        571
3.02.837.482 I slot print_timing: id  0 | task 530 | draft acceptance = 0.90476 (  152 accepted /   168 generated), mean len =  2.81
3.02.838.423 I slot      release: id  0 | task 530 | stop processing: n_tokens = 32908, truncated = 0
3.03.030.695 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.992 (> 0.100 thold), f_keep = 0.993
3.03.033.924 I slot launch_slot_: id  0 | task 618 | processing task, is_child = 0
3.07.435.396 I slot print_timing: id  0 | task 618 | n_decoded =    113, tg =  37.23 t/s, tg_3s =  37.22 t/s
3.08.946.895 I slot print_timing: id  0 | task 618 | prompt eval time =    1365.82 ms /   258 tokens (    5.29 ms per token,   188.90 tokens per second)
3.08.946.900 I slot print_timing: id  0 | task 618 |        eval time =    4546.90 ms /   174 tokens (   26.13 ms per token,    38.27 tokens per second)
3.08.946.900 I slot print_timing: id  0 | task 618 |       total time =    5912.71 ms /   432 tokens
3.08.946.901 I slot print_timing: id  0 | task 618 |    graphs reused =        633
3.08.946.904 I slot print_timing: id  0 | task 618 | draft acceptance = 0.86719 (  111 accepted /   128 generated), mean len =  2.73
3.08.947.861 I slot      release: id  0 | task 618 | stop processing: n_tokens = 33101, truncated = 0
3.09.124.678 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.995 (> 0.100 thold), f_keep = 0.995
3.09.127.206 I slot launch_slot_: id  0 | task 686 | processing task, is_child = 0
3.13.233.673 I slot print_timing: id  0 | task 686 | n_decoded =    104, tg =  34.65 t/s, tg_3s =  34.65 t/s
3.16.238.535 I slot print_timing: id  0 | task 686 | n_decoded =    213, tg =  35.46 t/s, tg_3s =  36.27 t/s
3.19.281.774 I slot print_timing: id  0 | task 686 | n_decoded =    334, tg =  36.91 t/s, tg_3s =  39.76 t/s
3.20.049.789 I slot print_timing: id  0 | task 686 | prompt eval time =    1104.83 ms /   164 tokens (    6.74 ms per token,   148.44 tokens per second)
3.20.049.796 I slot print_timing: id  0 | task 686 |        eval time =    9817.42 ms /   366 tokens (   26.82 ms per token,    37.28 tokens per second)
3.20.049.797 I slot print_timing: id  0 | task 686 |       total time =   10922.25 ms /   530 tokens
3.20.049.798 I slot print_timing: id  0 | task 686 |    graphs reused =        771
3.20.049.801 I slot print_timing: id  0 | task 686 | draft acceptance = 0.80714 (  226 accepted /   280 generated), mean len =  2.61
3.20.050.731 I slot      release: id  0 | task 686 | stop processing: n_tokens = 33452, truncated = 0
3.20.250.145 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.993 (> 0.100 thold), f_keep = 0.989
3.20.252.394 I slot launch_slot_: id  0 | task 830 | processing task, is_child = 0
3.24.363.494 I slot print_timing: id  0 | task 830 | prompt eval time =    1254.40 ms /   227 tokens (    5.53 ms per token,   180.96 tokens per second)
3.24.363.498 I slot print_timing: id  0 | task 830 |        eval time =    2856.43 ms /   100 tokens (   28.56 ms per token,    35.01 tokens per second)
3.24.363.499 I slot print_timing: id  0 | task 830 |       total time =    4110.83 ms /   327 tokens
3.24.363.500 I slot print_timing: id  0 | task 830 |    graphs reused =        810
3.24.363.503 I slot print_timing: id  0 | task 830 | draft acceptance = 0.76250 (   61 accepted /    80 generated), mean len =  2.52
3.24.364.516 I slot      release: id  0 | task 830 | stop processing: n_tokens = 33410, truncated = 0
3.24.533.031 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 0.997
3.24.535.335 I slot launch_slot_: id  0 | task 874 | processing task, is_child = 0
3.28.511.423 I slot print_timing: id  0 | task 874 | n_decoded =    109, tg =  36.23 t/s, tg_3s =  36.23 t/s
3.31.516.014 I slot print_timing: id  0 | task 874 | n_decoded =    214, tg =  35.59 t/s, tg_3s =  34.95 t/s
3.34.529.743 I slot print_timing: id  0 | task 874 | n_decoded =    331, tg =  36.67 t/s, tg_3s =  38.82 t/s
3.37.549.318 I slot print_timing: id  0 | task 874 | n_decoded =    457, tg =  37.94 t/s, tg_3s =  41.73 t/s
3.40.560.500 I slot print_timing: id  0 | task 874 | n_decoded =    575, tg =  38.19 t/s, tg_3s =  39.19 t/s
3.43.580.673 I slot print_timing: id  0 | task 874 | n_decoded =    701, tg =  38.78 t/s, tg_3s =  41.72 t/s
3.43.651.302 I slot print_timing: id  0 | task 874 | prompt eval time =     967.47 ms /    96 tokens (   10.08 ms per token,    99.23 tokens per second)
3.43.651.306 I slot print_timing: id  0 | task 874 |        eval time =   18148.19 ms /   703 tokens (   25.82 ms per token,    38.74 tokens per second)
3.43.651.306 I slot print_timing: id  0 | task 874 |       total time =   19115.66 ms /   799 tokens
3.43.651.307 I slot print_timing: id  0 | task 874 |    graphs reused =       1065
3.43.651.310 I slot print_timing: id  0 | task 874 | draft acceptance = 0.85714 (  444 accepted /   518 generated), mean len =  2.71
3.43.652.247 I slot      release: id  0 | task 874 | stop processing: n_tokens = 34104, truncated = 0
3.43.819.839 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.983 (> 0.100 thold), f_keep = 0.979
3.43.822.198 I slot launch_slot_: id  0 | task 1137 | processing task, is_child = 0
3.49.167.405 I slot print_timing: id  0 | task 1137 | n_decoded =    124, tg =  40.79 t/s, tg_3s =  40.79 t/s
3.52.178.267 I slot print_timing: id  0 | task 1137 | n_decoded =    251, tg =  41.48 t/s, tg_3s =  42.18 t/s
3.55.197.375 I slot print_timing: id  0 | task 1137 | n_decoded =    374, tg =  41.24 t/s, tg_3s =  40.74 t/s
3.55.686.310 I slot print_timing: id  0 | task 1137 | prompt eval time =    2305.20 ms /   581 tokens (    3.97 ms per token,   252.04 tokens per second)
3.55.686.314 I slot print_timing: id  0 | task 1137 |        eval time =    9558.53 ms /   393 tokens (   24.32 ms per token,    41.12 tokens per second)
3.55.686.315 I slot print_timing: id  0 | task 1137 |       total time =   11863.73 ms /   974 tokens
3.55.686.315 I slot print_timing: id  0 | task 1137 |    graphs reused =       1198
3.55.686.318 I slot print_timing: id  0 | task 1137 | draft acceptance = 0.94485 (  257 accepted /   272 generated), mean len =  2.89
3.55.687.358 I slot      release: id  0 | task 1137 | stop processing: n_tokens = 34371, truncated = 0
3.55.872.481 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.988 (> 0.100 thold), f_keep = 0.989
3.55.874.803 I slot launch_slot_: id  0 | task 1278 | processing task, is_child = 0
4.00.352.920 I slot print_timing: id  0 | task 1278 | prompt eval time =    1734.61 ms /   402 tokens (    4.31 ms per token,   231.75 tokens per second)
4.00.352.925 I slot print_timing: id  0 | task 1278 |        eval time =    2743.32 ms /    97 tokens (   28.28 ms per token,    35.36 tokens per second)
4.00.352.926 I slot print_timing: id  0 | task 1278 |       total time =    4477.92 ms /   499 tokens
4.00.352.926 I slot print_timing: id  0 | task 1278 |    graphs reused =       1236
4.00.352.929 I slot print_timing: id  0 | task 1278 | draft acceptance = 0.74359 (   58 accepted /    78 generated), mean len =  2.49
4.00.353.940 I slot      release: id  0 | task 1278 | stop processing: n_tokens = 34473, truncated = 0
4.00.530.094 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.997 (> 0.100 thold), f_keep = 0.997
4.00.532.470 I slot launch_slot_: id  0 | task 1321 | processing task, is_child = 0
4.03.556.612 I slot print_timing: id  0 | task 1321 | prompt eval time =    1051.72 ms /   116 tokens (    9.07 ms per token,   110.30 tokens per second)
4.03.556.617 I slot print_timing: id  0 | task 1321 |        eval time =    1972.17 ms /    77 tokens (   25.61 ms per token,    39.04 tokens per second)
4.03.556.618 I slot print_timing: id  0 | task 1321 |       total time =    3023.89 ms /   193 tokens
4.03.556.619 I slot print_timing: id  0 | task 1321 |    graphs reused =       1262
4.03.556.621 I slot print_timing: id  0 | task 1321 | draft acceptance = 0.87500 (   49 accepted /    56 generated), mean len =  2.75
4.03.557.594 I slot      release: id  0 | task 1321 | stop processing: n_tokens = 34565, truncated = 0
4.03.727.767 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.998 (> 0.100 thold), f_keep = 0.998
4.03.730.168 I slot launch_slot_: id  0 | task 1353 | processing task, is_child = 0
4.07.667.105 I slot print_timing: id  0 | task 1353 | n_decoded =    103, tg =  33.95 t/s, tg_3s =  33.95 t/s
4.09.897.766 I slot print_timing: id  0 | task 1353 | prompt eval time =     902.91 ms /    67 tokens (   13.48 ms per token,    74.20 tokens per second)
4.09.897.771 I slot print_timing: id  0 | task 1353 |        eval time =    5264.49 ms /   191 tokens (   27.56 ms per token,    36.28 tokens per second)
4.09.897.772 I slot print_timing: id  0 | task 1353 |       total time =    6167.39 ms /   258 tokens
4.09.897.773 I slot print_timing: id  0 | task 1353 |    graphs reused =       1334
4.09.897.776 I slot print_timing: id  0 | task 1353 | draft acceptance = 0.79730 (  118 accepted /   148 generated), mean len =  2.59
4.09.898.702 I slot      release: id  0 | task 1353 | stop processing: n_tokens = 34743, truncated = 0
4.32.855.094 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.993 (> 0.100 thold), f_keep = 0.994
4.32.859.116 I slot launch_slot_: id  0 | task 1431 | processing task, is_child = 0
4.42.647.701 I slot print_timing: id  0 | task 1431 | prompt processing, n_tokens =      0, progress = 0.99, t =   9.79 s / 0.00 tokens per second
4.43.233.550 I slot print_timing: id  0 | task 1431 | prompt processing, n_tokens =    147, progress = 1.00, t =  10.37 s / 14.17 tokens per second
4.43.683.348 I slot print_timing: id  0 | task 1431 | prompt processing, n_tokens =    231, progress = 1.00, t =  10.82 s / 21.34 tokens per second
4.46.901.685 I slot print_timing: id  0 | task 1431 | n_decoded =    104, tg =  34.56 t/s, tg_3s =  34.55 t/s
4.49.919.205 I slot print_timing: id  0 | task 1431 | n_decoded =    227, tg =  37.66 t/s, tg_3s =  40.76 t/s
4.52.946.227 I slot print_timing: id  0 | task 1431 | n_decoded =    355, tg =  39.21 t/s, tg_3s =  42.29 t/s
4.55.966.896 I slot print_timing: id  0 | task 1431 | n_decoded =    481, tg =  39.84 t/s, tg_3s =  41.71 t/s
4.58.993.760 I slot print_timing: id  0 | task 1431 | prompt eval time =   11032.81 ms /   235 tokens (   46.95 ms per token,    21.30 tokens per second)
4.58.993.764 I slot print_timing: id  0 | task 1431 |        eval time =   15101.61 ms /   605 tokens (   24.96 ms per token,    40.06 tokens per second)
4.58.993.765 I slot print_timing: id  0 | task 1431 |       total time =   26134.42 ms /   840 tokens
4.58.993.766 I slot print_timing: id  0 | task 1431 |    graphs reused =       1545
4.58.993.769 I slot print_timing: id  0 | task 1431 | draft acceptance = 0.90698 (  390 accepted /   430 generated), mean len =  2.81
4.58.995.334 I slot      release: id  0 | task 1431 | stop processing: n_tokens = 35387, truncated = 0
4.59.592.798 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.978 (> 0.100 thold), f_keep = 0.983
4.59.595.172 I slot launch_slot_: id  0 | task 1650 | processing task, is_child = 0
5.05.282.856 I slot print_timing: id  0 | task 1650 | n_decoded =    106, tg =  34.97 t/s, tg_3s =  34.97 t/s
5.08.312.526 I slot print_timing: id  0 | task 1650 | n_decoded =    214, tg =  35.31 t/s, tg_3s =  35.65 t/s
5.11.353.612 I slot print_timing: id  0 | task 1650 | n_decoded =    330, tg =  36.26 t/s, tg_3s =  38.14 t/s
5.14.396.458 I slot print_timing: id  0 | task 1650 | n_decoded =    455, tg =  37.46 t/s, tg_3s =  41.08 t/s
5.17.423.678 I slot print_timing: id  0 | task 1650 | n_decoded =    570, tg =  37.57 t/s, tg_3s =  37.99 t/s
5.20.462.125 I slot print_timing: id  0 | task 1650 | n_decoded =    697, tg =  38.27 t/s, tg_3s =  41.80 t/s
5.23.504.711 I slot print_timing: id  0 | task 1650 | n_decoded =    826, tg =  38.86 t/s, tg_3s =  42.40 t/s
5.26.549.806 I slot print_timing: id  0 | task 1650 | n_decoded =    955, tg =  39.30 t/s, tg_3s =  42.36 t/s
5.27.968.464 I slot print_timing: id  0 | task 1650 | prompt eval time =    2656.21 ms /   790 tokens (    3.36 ms per token,   297.42 tokens per second)
5.27.968.469 I slot print_timing: id  0 | task 1650 |        eval time =   25716.82 ms /  1013 tokens (   25.39 ms per token,    39.39 tokens per second)
5.27.968.469 I slot print_timing: id  0 | task 1650 |       total time =   28373.03 ms /  1803 tokens
5.27.968.470 I slot print_timing: id  0 | task 1650 |    graphs reused =       1904
5.27.968.473 I slot print_timing: id  0 | task 1650 | draft acceptance = 0.89286 (  650 accepted /   728 generated), mean len =  2.79
5.27.969.430 I slot      release: id  0 | task 1650 | stop processing: n_tokens = 36582, truncated = 0
45.04.067.072 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.362 (> 0.100 thold), f_keep = 0.418
45.30.226.923 I slot launch_slot_: id  0 | task 2019 | processing task, is_child = 0
45.34.117.904 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =   2048, progress = 0.05, t =   3.89 s / 526.35 tokens per second
45.38.220.469 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =   4096, progress = 0.10, t =   7.99 s / 512.42 tokens per second
45.42.434.593 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =   6144, progress = 0.15, t =  12.21 s / 503.29 tokens per second
45.46.731.146 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =   8192, progress = 0.19, t =  16.50 s / 496.36 tokens per second
45.51.128.215 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  10240, progress = 0.24, t =  20.90 s / 489.92 tokens per second
45.55.656.784 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  12288, progress = 0.29, t =  25.43 s / 483.21 tokens per second
46.00.250.289 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  14336, progress = 0.34, t =  30.02 s / 477.50 tokens per second
46.04.989.890 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  16384, progress = 0.39, t =  34.76 s / 471.31 tokens per second
46.09.821.505 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  18432, progress = 0.44, t =  39.59 s / 465.52 tokens per second
46.14.681.459 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  20480, progress = 0.49, t =  44.45 s / 460.70 tokens per second
46.19.720.457 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  22528, progress = 0.53, t =  49.49 s / 455.17 tokens per second
46.24.820.923 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  24576, progress = 0.58, t =  54.59 s / 450.16 tokens per second
46.27.840.584 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  25650, progress = 0.61, t =  57.61 s / 445.21 tokens per second
46.31.622.130 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  27153, progress = 0.64, t =  61.40 s / 442.27 tokens per second
46.36.934.127 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  29201, progress = 0.69, t =  66.71 s / 437.75 tokens per second
46.42.358.083 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  31249, progress = 0.74, t =  72.13 s / 433.22 tokens per second
46.47.872.016 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  33297, progress = 0.79, t =  77.65 s / 428.84 tokens per second
46.53.508.533 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  35345, progress = 0.84, t =  83.28 s / 424.40 tokens per second
46.59.157.542 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  37393, progress = 0.89, t =  88.93 s / 420.47 tokens per second
47.04.950.654 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  39441, progress = 0.93, t =  94.72 s / 416.38 tokens per second
47.10.843.483 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  41489, progress = 0.98, t = 100.62 s / 412.35 tokens per second
47.11.677.295 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  41688, progress = 0.99, t = 101.45 s / 410.92 tokens per second
47.12.426.822 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  41887, progress = 0.99, t = 102.20 s / 409.85 tokens per second
47.13.402.724 I slot print_timing: id  0 | task 2019 | prompt processing, n_tokens =  42200, progress = 1.00, t = 103.18 s / 409.01 tokens per second
47.14.252.582 I slot print_timing: id  0 | task 2019 | prompt eval time =  103440.09 ms / 42204 tokens (    2.45 ms per token,   408.00 tokens per second)
47.14.252.588 I slot print_timing: id  0 | task 2019 |        eval time =     585.26 ms /    11 tokens (   53.21 ms per token,    18.79 tokens per second)
47.14.252.594 I slot print_timing: id  0 | task 2019 |       total time =  104025.36 ms / 42215 tokens
47.14.252.595 I slot print_timing: id  0 | task 2019 |    graphs reused =       1911
47.14.252.600 I slot print_timing: id  0 | task 2019 | draft acceptance = 0.12500 (    2 accepted /    16 generated), mean len =  1.25
47.14.255.942 I slot      release: id  0 | task 2019 | stop processing: n_tokens = 42214, truncated = 0
49.36.089.398 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.348 (> 0.100 thold), f_keep = 0.351
49.45.020.795 I slot launch_slot_: id  0 | task 2053 | processing task, is_child = 0
49.48.903.113 I slot print_timing: id  0 | task 2053 | prompt processing, n_tokens =   2048, progress = 0.05, t =   3.88 s / 527.52 tokens per second
49.53.025.554 I slot print_timing: id  0 | task 2053 | prompt processing, n_tokens =   4096, progress = 0.10, t =   8.00 s / 511.70 tokens per second
